2017-11-27-12-58-2    UserID [14]    Transaction Complete 
2017-11-27-12-58-2    UserID [9]    Transaction Complete 
2017-11-27-12-58-2    UserID [12]    Transaction Complete 
2017-11-27-12-58-2    UserID [47]    Transaction Complete 
2017-11-27-12-58-2    UserID [18]    Transaction Complete 
2017-11-27-12-58-2    UserID [15]    Transaction Complete 
2017-11-27-12-58-2    UserID [29]    Transaction Complete 
2017-11-27-12-58-2    UserID [6]    Transaction Complete 
2017-11-27-12-58-2    UserID [24]    Transaction Complete 
2017-11-27-12-58-2    UserID [7]    Transaction Complete 
2017-11-27-12-58-2    UserID [8]    Transaction Complete 
2017-11-27-12-58-2    UserID [19]    Transaction Complete 
2017-11-27-12-58-2    UserID [22]    Transaction Complete 
2017-11-27-12-58-2    UserID [46]    Transaction Complete 
2017-11-27-12-58-2    UserID [23]    Transaction Complete 
2017-11-27-12-58-2    UserID [42]    Transaction Complete 
2017-11-27-12-58-2    UserID [2]    Transaction Complete 
2017-11-27-12-58-2    UserID [28]    Transaction Complete 
2017-11-27-12-58-2    UserID [13]    Transaction Complete 
2017-11-27-12-58-2    UserID [45]    Transaction Complete 
2017-11-27-12-58-2    UserID [41]    Transaction Complete 
2017-11-27-12-58-2    UserID [48]    Transaction Complete 
2017-11-27-12-58-2    UserID [3]    Transaction Complete 
2017-11-27-12-58-2    UserID [4]    Transaction Complete 
2017-11-27-12-58-2    UserID [21]    Transaction Complete 
2017-11-27-12-58-2    UserID [49]    Transaction Complete 
2017-11-27-12-58-2    UserID [5]    Transaction Complete 
2017-11-27-12-58-2    UserID [26]    Transaction Complete 
2017-11-27-12-58-2    UserID [10]    Transaction Complete 
2017-11-27-12-58-2    UserID [31]    Transaction Complete 
2017-11-27-12-58-2    UserID [1]    Transaction Complete 
2017-11-27-12-58-2    UserID [34]    Transaction Complete 
2017-11-27-12-58-2    UserID [16]    Transaction Complete 
2017-11-27-12-58-2    UserID [35]    Transaction Complete 
2017-11-27-12-58-2    UserID [39]    Transaction Complete 
2017-11-27-12-58-2    UserID [11]    Transaction Complete 
2017-11-27-12-58-2    UserID [36]    Transaction Complete 
2017-11-27-12-58-2    UserID [20]    Transaction Complete 
2017-11-27-12-58-2    UserID [40]    Transaction Complete 
